DPTO.REDCODEN (Departamento),PERSONA.P03 (Identidad de género),0. __tot__,1. Servicio doméstico,2. Empleada(o) u obrera(o),3. Cuenta propia,4. Patrón(a) o empleador(a),5. Trabajador(a) familiar,9. Ignorado,0. __mv__,0. __na__,
34007. Bermejo,9. Ignorado,112,5,46,46,3,8,4,,501,
34014. Formosa,0. __tot__,116846,9937,52777,39505,4969,3233,6425,,151726,
34014. Formosa,1. Mujer,51257,9388,20263,15191,1774,1486,3155,,82364,
34014. Formosa,2. Mujer trans/travesti,120,15,45,50,1,2,7,,210,
34014. Formosa,3. Varón,63277,402,31615,23477,3065,1671,3047,,59594,
34014. Formosa,4. Varón trans/masculinidad trans,84,4,28,38,4,6,4,,100,
34014. Formosa,5. No binario,38,1,12,20,1,,4,,43,
34014. Formosa,6. Otra identidad/ninguna de las anteriores,24,1,8,13,1,1,,,31,
34014. Formosa,7. Prefiero no contestar,112,6,44,36,7,4,15,,100,
34014. Formosa,9. Ignorado,1934,120,762,680,116,63,193,,9284,
34021. Laishi,0. __tot__,7047,662,3104,2357,246,301,377,,12228,
34021. Laishi,1. Mujer,2531,620,818,761,64,110,158,,6793,
34021. Laishi,2. Mujer trans/travesti,10,,6,3,,,1,,15,
34021. Laishi,3. Varón,4409,36,2242,1568,172,188,203,,4925,
34021. Laishi,4. Varón trans/masculinidad trans,4,,2,1,,,1,,2,
34021. Laishi,5. No binario,1,,,,,1,,,,
34021. Laishi,6. Otra identidad/ninguna de las anteriores,1,1,,,,,,,,
34021. Laishi,7. Prefiero no contestar,9,1,4,4,,,,,15,
34021. Laishi,9. Ignorado,82,4,32,20,10,2,14,,478,
34028. Matacos,0. __tot__,5914,599,2373,2105,147,260,430,,11103,
34028. Matacos,1. Mujer,2480,541,840,726,47,99,227,,5848,
34028. Matacos,2. Mujer trans/travesti,13,,4,6,,2,1,,12,
34028. Matacos,3. Varón,3357,54,1510,1346,98,157,192,,4770,
34028. Matacos,4. Varón trans/masculinidad trans,2,,,2,,,,,6,
34028. Matacos,5. No binario,3,,,3,,,,,,
34028. Matacos,6. Otra identidad/ninguna de las anteriores,,,,,,,,,1,
34028. Matacos,7. Prefiero no contestar,5,,2,2,,,1,,1,
34028. Matacos,9. Ignorado,54,4,17,20,2,2,9,,465,
34035. Patiño,0. __tot__,30343,2794,11177,12064,967,1509,1832,,51257,
34035. Patiño,1. Mujer,11552,2561,3564,3771,283,544,829,,26416,
34035. Patiño,2. Mujer trans/travesti,46,3,20,17,3,1,2,,84,
34035. Patiño,3. Varón,17758,176,7323,7797,621,903,938,,20788,
34035. Patiño,4. Varón trans/masculinidad trans,27,,9,14,1,2,1,,107,
34035. Patiño,5. No binario,10,2,4,2,,1,1,,16,
34035. Patiño,6. Otra identidad/ninguna de las anteriores,5,1,2,2,,,,,24,
34035. Patiño,7. Prefiero no contestar,31,2,7,14,2,2,4,,27,
34035. Patiño,9. Ignorado,914,49,248,447,57,56,57,,3795,
34042. Pilagás,0. __tot__,6715,662,2551,2506,204,390,402,,12374,
34042. Pilagás,1. Mujer,2475,607,847,636,66,113,206,,6635,
34042. Pilagás,2. Mujer trans/travesti,10,,,7,1,1,1,,13,
34042. Pilagás,3. Varón,4071,42,1655,1798,128,263,185,,4957,
34042. Pilagás,4. Varón trans/masculinidad trans,4,,2,2,,,,,8,
34042. Pilagás,5. No binario,2,,,,1,1,,,3,
34042. Pilagás,6. Otra identidad/ninguna de las anteriores,1,,1,,,,,,,
34042. Pilagás,7. Prefiero no contestar,13,2,3,3,,5,,,21,
34042. Pilagás,9. Ignorado,139,11,43,60,8,7,10,,737,
34049. Pilcomayo,0. __tot__,37840,3755,13857,15121,1490,1615,2002,,56276,
34049. Pilcomayo,1. Mujer,15255,3513,4746,4898,513,608,977,,30408,
34049. Pilcomayo,2. Mujer trans/travesti,40,8,9,18,1,3,1,,87,
34049. Pilcomayo,3. Varón,21549,168,8734,9797,915,960,975,,21850,
34049. Pilcomayo,4. Varón trans/masculinidad trans,33,,17,13,1,1,1,,70,
34049. Pilcomayo,5. No binario,7,,1,6,,,,,15,
34049. Pilcomayo,6. Otra identidad/ninguna de las anteriores,10,2,5,2,,,1,,16,
34049. Pilcomayo,7. Prefiero no contestar,21,,9,6,2,2,2,,25,
34049. Pilcomayo,9. Ignorado,925,64,336,381,58,41,45,,3805,
34056. Pirané,0. __tot__,27870,2717,10835,10527,1127,1215,1449,,44690,
34056. Pirané,1. Mujer,10491,2527,3570,2978,302,432,682,,24226,
34056. Pirané,2. Mujer trans/travesti,33,4,12,10,1,3,3,,73,
34056. Pirané,3. Varón,16559,147,6946,7214,775,733,744,,17236,
34056. Pirané,4. Varón trans/masculinidad trans,24,,11,8,4,1,,,73,
34056. Pirané,5. No binario,12,,5,4,2,1,,,13,
34056. Pirané,6. Otra identidad/ninguna de las anteriores,11,,4,6,1,,,,23,
34056. Pirané,7. Prefiero no contestar,21,1,6,13,,,1,,36,
34056. Pirané,9. Ignorado,719,38,281,294,42,45,19,,3010,
34063. Ramón Lista,0. __tot__,3860,296,1092,1743,79,253,397,,13818,
34063. Ramón Lista,1. Mujer,1554,224,382,631,30,107,180,,6963,
34063. Ramón Lista,2. Mujer trans/travesti,3,,1,,,,2,,15,
34063. Ramón Lista,3. Varón,2223,67,686,1079,49,142,200,,6254,
34063. Ramón Lista,4. Varón trans/masculinidad trans,3,,,1,,2,,,3,
34063. Ramón Lista,7. Prefiero no contestar,1,,,,,,1,,2,
34063. Ramón Lista,9. Ignorado,76,5,23,32,,2,14,,581,
38007. Cochinoca,0. __tot__,6136,334,2575,2427,132,401,267,,8862,
38007. Cochinoca,1. Mujer,2744,298,931,1129,47,201,138,,4373,
38007. Cochinoca,2. Mujer trans/travesti,9,,4,3,,1,1,,25,
38007. Cochinoca,3. Varón,3162,31,1544,1207,74,183,123,,3349,
38007. Cochinoca,4. Varón trans/masculinidad trans,9,,4,1,1,3,,,44,
38007. Cochinoca,5. No binario,2,,1,1,,,,,4,
38007. Cochinoca,6. Otra identidad/ninguna de las anteriores,2,,1,,1,,,,8,
38007. Cochinoca,7. Prefiero no contestar,1,,,1,,,,,5,
38007. Cochinoca,9. Ignorado,207,5,90,85,9,13,5,,1054,
38014. El Carmen,0. __tot__,53689,2440,29752,15161,1513,2212,2611,,68570,
38014. El Carmen,1. Mujer,22117,2213,11117,6006,439,962,1380,,33728,
38014. El Carmen,2. Mujer trans/travesti,91,7,52,21,2,3,6,,135,
38014. El Carmen,3. Varón,29280,169,17351,8490,979,1152,1139,,25368,
38014. El Carmen,4. Varón trans/masculinidad trans,69,2,41,20,4,,2,,234,
38014. El Carmen,5. No binario,38,,25,7,3,3,,,174,
38014. El Carmen,6. Otra identidad/ninguna de las anteriores,31,,15,13,,2,1,,136,
38014. El Carmen,7. Prefiero no contestar,66,,34,19,4,5,4,,156,
38014. El Carmen,9. Ignorado,1997,49,1117,585,82,85,79,,8639,
38021. Dr. Manuel Belgrano,0. __tot__,151680,10530,81155,45294,4240,4234,6227,,167789,
38021. Dr. Manuel Belgrano,1. Mujer,70843,9829,35277,18849,1563,2024,3301,,82330,
38021. Dr. Manuel Belgrano,2. Mujer trans/travesti,200,17,91,70,4,8,10,,412,
38021. Dr. Manuel Belgrano,3. Varón,76241,575,43419,24942,2497,2044,2764,,63848,
38021. Dr. Manuel Belgrano,4. Varón trans/masculinidad trans,207,6,121,59,11,5,5,,732,
38021. Dr. Manuel Belgrano,5. No binario,175,6,90,51,10,9,9,,517,
38021. Dr. Manuel Belgrano,6. Otra identidad/ninguna de las anteriores,126,6,57,45,3,11,4,,465,
38021. Dr. Manuel Belgrano,7. Prefiero no contestar,216,6,101,79,4,11,15,,383,
38021. Dr. Manuel Belgrano,9. Ignorado,3672,85,1999,1199,148,122,119,,19102,
38028. Humahuaca,0. __tot__,8693,452,4139,3171,162,430,339,,12184,
38028. Humahuaca,1. Mujer,3875,399,1695,1324,62,188,207,,5660,
38028. Humahuaca,2. Mujer trans/travesti,6,,2,4,,,,,55,
38028. Humahuaca,3. Varón,4505,41,2330,1702,87,219,126,,4098,
38028. Humahuaca,4. Varón trans/masculinidad trans,19,,6,13,,,,,132,
38028. Humahuaca,5. No binario,10,,4,4,,2,,,55,
38028. Humahuaca,6. Otra identidad/ninguna de las anteriores,5,,,3,2,,,,51,
38028. Humahuaca,7. Prefiero no contestar,8,2,5,1,,,,,40,
38028. Humahuaca,9. Ignorado,265,10,97,120,11,21,6,,2093,
38035. Ledesma,0. __tot__,41035,2153,24624,9212,953,1573,2520,,53097,
38035. Ledesma,1. Mujer,16834,1984,8548,3928,327,695,1352,,27221,
38035. Ledesma,2. Mujer trans/travesti,55,3,30,17,2,3,,,109,
38035. Ledesma,3. Varón,22804,122,15279,4931,574,811,1087,,20245,
38035. Ledesma,4. Varón trans/masculinidad trans,45,,25,15,2,3,,,158,
38035. Ledesma,5. No binario,17,,9,7,1,,,,54,
38035. Ledesma,6. Otra identidad/ninguna de las anteriores,16,1,11,2,1,,1,,54,
38035. Ledesma,7. Prefiero no contestar,32,2,13,8,1,3,5,,40,
38035. Ledesma,9. Ignorado,1232,41,709,304,45,58,75,,5216,
38042. Palpalá,0. __tot__,29774,1839,16838,8138,648,955,1356,,35748,
38042. Palpalá,1. Mujer,13057,1663,6744,3253,233,449,715,,17969,
38042. Palpalá,2. Mujer trans/travesti,21,3,8,9,,,1,,50,
38042. Palpalá,3. Varón,15698,153,9509,4598,366,469,603,,14171,
38042. Palpalá,4. Varón trans/masculinidad trans,50,1,29,14,3,2,1,,94,
38042. Palpalá,5. No binario,17,1,12,3,1,,,,38,
38042. Palpalá,6. Otra identidad/ninguna de las anteriores,26,,16,4,2,3,1,,64,
38042. Palpalá,7. Prefiero no contestar,49,1,34,8,2,1,3,,87,
38042. Palpalá,9. Ignorado,856,17,486,249,41,31,32,,3275,
38049. Rinconada,0. __tot__,785,37,431,243,5,52,17,,1012,
38049. Rinconada,1. Mujer,324,30,128,130,4,21,11,,506,
38049. Rinconada,2. Mujer trans/travesti,1,,,,,1,,,1,
38049. Rinconada,3. Varón,439,5,292,107,1,28,6,,407,
38049. Rinconada,4. Varón trans/masculinidad trans,,,,,,,,,3,
38049. Rinconada,5. No binario,,,,,,,,,1,
38049. Rinconada,6. Otra identidad/ninguna de las anteriores,1,,1,,,,,,2,
38049. Rinconada,7. Prefiero no contestar,,,,,,,,,2,
38049. Rinconada,9. Ignorado,20,2,10,6,,2,,,90,
38056. San Antonio,0. __tot__,3151,196,1745,887,81,104,138,,3578,
38056. San Antonio,1. Mujer,1333,177,719,309,26,37,65,,1675,
38056. San Antonio,2. Mujer trans/travesti,6,1,3,1,,1,,,9,
38056. San Antonio,3. Varón,1736,16,985,552,52,64,67,,1342,
38056. San Antonio,4. Varón trans/masculinidad trans,3,1,,2,,,,,20,
38056. San Antonio,5. No binario,5,,5,,,,,,24,
38056. San Antonio,6. Otra identidad/ninguna de las anteriores,8,,4,2,,1,1,,22,
38056. San Antonio,7. Prefiero no contestar,6,,4,1,,,1,,12,
38056. San Antonio,9. Ignorado,54,1,25,20,3,1,4,,474,
38063. San Pedro,0. __tot__,38275,2426,21580,10320,913,1315,1721,,49962,
38063. San Pedro,1. Mujer,16715,2232,8614,3982,338,603,946,,24849,
38063. San Pedro,2. Mujer trans/travesti,74,3,43,21,2,1,4,,114,
38063. San Pedro,3. Varón,20452,145,12383,5997,524,675,728,,19549,
38063. San Pedro,4. Varón trans/masculinidad trans,42,3,23,11,1,2,2,,149,
38063. San Pedro,5. No binario,18,2,6,8,,2,,,65,
38063. San Pedro,6. Otra identidad/ninguna de las anteriores,21,2,8,6,1,1,3,,53,
38063. San Pedro,7. Prefiero no contestar,27,1,17,5,,,4,,62,
38063. San Pedro,9. Ignorado,926,38,486,290,47,31,34,,5121,
38070. Santa Bárbara,0. __tot__,8506,334,5013,2175,142,406,436,,11991,
38070. Santa Bárbara,1. Mujer,3078,306,1609,753,37,163,210,,6230,
38070. Santa Bárbara,2. Mujer trans/travesti,14,,7,6,,1,,,32,
38070. Santa Bárbara,3. Varón,5090,18,3210,1322,103,231,206,,4580,
38070. Santa Bárbara,4. Varón trans/masculinidad trans,7,,4,2,,,1,,32,
38070. Santa Bárbara,5. No binario,,,,,,,,,8,
38070. Santa Bárbara,6. Otra identidad/ninguna de las anteriores,3,,1,2,,,,,10,
38070. Santa Bárbara,7. Prefiero no contestar,3,,2,,,1,,,6,
38070. Santa Bárbara,9. Ignorado,311,10,180,90,2,10,19,,1093,
38077. Santa Catalina,0. __tot__,968,25,441,401,7,56,38,,1673,
38077. Santa Catalina,1. Mujer,401,20,159,182,,21,19,,685,
38077. Santa Catalina,2. Mujer trans/travesti,1,,1,,,,,,16,
38077. Santa Catalina,3. Varón,513,5,255,198,6,30,19,,491,
38077. Santa Catalina,4. Varón trans/masculinidad trans,12,,5,4,1,2,,,41,
38077. Santa Catalina,5. No binario,3,,1,2,,,,,17,
38077. Santa Catalina,6. Otra identidad/ninguna de las anteriores,1,,1,,,,,,16,
38077. Santa Catalina,7. Prefiero no contestar,,,,,,,,,4,
38077. Santa Catalina,9. Ignorado,37,,19,15,,3,,,403,
38084. Susques,0. __tot__,1512,82,999,319,13,66,33,,2454,
38084. Susques,1. Mujer,606,72,316,161,1,39,17,,1242,
38084. Susques,2. Mujer trans/travesti,3,1,1,1,,,,,4,
38084. Susques,3. Varón,830,7,640,134,11,25,13,,957,
38084. Susques,4. Varón trans/masculinidad trans,3,,2,1,,,,,6,
38084. Susques,5. No binario,,,,,,,,,4,
38084. Susques,6. Otra identidad/ninguna de las anteriores,,,,,,,,,1,
38084. Susques,7. Prefiero no contestar,2,,,2,,,,,2,
38084. Susques,9. Ignorado,68,2,40,20,1,2,3,,238,
38094. Tilcara,0. __tot__,7274,407,3425,2651,131,412,248,,7347,
38094. Tilcara,1. Mujer,3355,357,1549,1113,49,158,129,,3843,
38094. Tilcara,2. Mujer trans/travesti,11,3,6,1,,1,,,16,
38094. Tilcara,3. Varón,3781,38,1822,1492,79,240,110,,2984,
38094. Tilcara,4. Varón trans/masculinidad trans,5,,2,2,,1,,,14,
38094. Tilcara,5. No binario,4,,2,1,1,,,,9,
38094. Tilcara,6. Otra identidad/ninguna de las anteriores,2,,1,,,1,,,4,
38094. Tilcara,7. Prefiero no contestar,9,,1,7,,1,,,10,
38094. Tilcara,9. Ignorado,107,9,42,35,2,10,9,,467,
38098. Tumbaya,0. __tot__,2613,115,1191,1004,59,171,73,,2685,
38098. Tumbaya,1. Mujer,1139,94,458,460,20,67,40,,1342,
38098. Tumbaya,2. Mujer trans/travesti,2,,1,1,,,,,7,
38098. Tumbaya,3. Varón,1375,18,695,507,35,91,29,,966,
38098. Tumbaya,4. Varón trans/masculinidad trans,4,,3,1,,,,,7,
38098. Tumbaya,5. No binario,,,,,,,,,4,
38098. Tumbaya,6. Otra identidad/ninguna de las anteriores,1,,1,,,,,,,
38098. Tumbaya,7. Prefiero no contestar,2,,,1,1,,,,1,
38098. Tumbaya,9. Ignorado,90,3,33,34,3,13,4,,358,
38105. Valle Grande,0. __tot__,1056,43,617,274,8,79,35,,1434,
38105. Valle Grande,1. Mujer,392,36,175,127,2,29,23,,698,
38105. Valle Grande,2. Mujer trans/travesti,1,,,,,1,,,3,
38105. Valle Grande,3. Varón,621,6,419,139,4,41,12,,503,
38105. Valle Grande,4. Varón trans/masculinidad trans,2,,1,1,,,,,10,
38105. Valle Grande,5. No binario,,,,,,,,,3,
38105. Valle Grande,6. Otra identidad/ninguna de las anteriores,,,,,,,,,2,
38105. Valle Grande,7. Prefiero no contestar,2,,1,1,,,,,3,
38105. Valle Grande,9. Ignorado,38,1,21,6,2,8,,,212,
38112. Yavi,0. __tot__,11214,692,5299,3955,196,556,516,,14617,
38112. Yavi,1. Mujer,5163,629,2231,1726,79,262,236,,7330,
38112. Yavi,2. Mujer trans/travesti,17,2,11,3,,1,,,41,
38112. Yavi,3. Varón,5711,57,2895,2124,112,269,254,,5331,
38112. Yavi,4. Varón trans/masculinidad trans,14,,9,3,,2,,,76,
38112. Yavi,5. No binario,10,,2,6,,2,,,55,
38112. Yavi,6. Otra identidad/ninguna de las anteriores,9,,4,4,1,,,,51,
38112. Yavi,7. Prefiero no contestar,4,,2,1,,,1,,25,
38112. Yavi,9. Ignorado,286,4,145,88,4,20,25,,1708,
42007. Atreucó,0. __tot__,5531,544,2570,1577,429,216,195,,5522,
42007. Atreucó,1. Mujer,2265,530,938,536,96,75,90,,3131,
42007. Atreucó,2. Mujer trans/travesti,3,,2,1,,,,,5,
42007. Atreucó,3. Varón,3237,10,1622,1030,333,140,102,,2198,
42007. Atreucó,4. Varón trans/masculinidad trans,6,1,1,4,,,,,,
42007. Atreucó,5. No binario,1,1,,,,,,,1,
42007. Atreucó,6. Otra identidad/ninguna de las anteriores,1,,1,,,,,,,
42007. Atreucó,7. Prefiero no contestar,2,,1,1,,,,,2,
42007. Atreucó,9. Ignorado,16,2,5,5,,1,3,,185,
42014. Caleu Caleu,0. __tot__,1234,121,654,317,64,48,30,,1377,
42014. Caleu Caleu,1. Mujer,525,115,237,128,12,19,14,,743,
42014. Caleu Caleu,3. Varón,703,6,412,188,52,29,16,,565,
42014. Caleu Caleu,4. Varón trans/masculinidad trans,1,,1,,,,,,1,
42014. Caleu Caleu,9. Ignorado,5,,4,1,,,,,68,
42021. Capital,0. __tot__,58077,4978,30420,16367,2876,1480,1956,,60427,
42021. Capital,1. Mujer,26925,4773,13648,6008,980,623,893,,32856,
42021. Capital,2. Mujer trans/travesti,63,5,33,17,2,3,3,,61,
42021. Capital,3. Varón,30549,171,16490,10178,1863,839,1008,,24740,
42021. Capital,4. Varón trans/masculinidad trans,36,1,20,12,,1,2,,33,
42021. Capital,5. No binario,41,,22,13,2,2,2,,26,
42021. Capital,6. Otra identidad/ninguna de las anteriores,25,2,14,5,2,,2,,13,
42021. Capital,7. Prefiero no contestar,93,7,37,32,3,5,9,,137,
42021. Capital,9. Ignorado,345,19,156,102,24,7,37,,2561,
42028. Catriló,0. __tot__,4093,424,2156,975,274,143,121,,4132,
42028. Catriló,1. Mujer,1660,412,728,348,57,57,58,,2319,
42028. Catriló,2. Mujer trans/travesti,3,2,,,,1,,,2,
42028. Catriló,3. Varón,2401,9,1413,624,216,85,54,,1607,
42028. Catriló,4. Varón trans/masculinidad trans,4,,4,,,,,,,
42028. Catriló,5. No binario,,,,,,,,,1,
42028. Catriló,7. Prefiero no contestar,1,,,,,,1,,2,
42028. Catriló,9. Ignorado,24,1,11,3,1,,8,,201,
42035. Conhelo,0. __tot__,7440,689,3304,2294,568,323,262,,7654,
42035. Conhelo,1. Mujer,3060,671,1335,703,122,125,104,,4322,
42035. Conhelo,2. Mujer trans/travesti,5,,1,2,,2,,,11,
42035. Conhelo,3. Varón,4330,14,1949,1581,445,192,149,,2980,
42035. Conhelo,4. Varón trans/masculinidad trans,2,,1,,,1,,,,
42035. Conhelo,5. No binario,4,1,1,2,,,,,2,
42035. Conhelo,7. Prefiero no contestar,8,1,5,,,,2,,3,
42035. Conhelo,9. Ignorado,31,2,12,6,1,3,7,,336,
42042. Curacó,0. __tot__,588,32,325,178,23,16,14,,515,
42042. Curacó,1. Mujer,232,30,133,51,5,4,9,,250,
42042. Curacó,2. Mujer trans/travesti,1,,1,,,,,,2,
42042. Curacó,3. Varón,342,2,186,119,18,12,5,,223,
42042. Curacó,4. Varón trans/masculinidad trans,2,,,2,,,,,1,
42042. Curacó,7. Prefiero no contestar,,,,,,,,,1,
42042. Curacó,9. Ignorado,11,,5,6,,,,,38,
42049. Chalileo,0. __tot__,1407,118,652,472,52,66,47,,1461,
42049. Chalileo,1. Mujer,599,111,281,146,10,25,26,,810,
42049. Chalileo,2. Mujer trans/travesti,3,,3,,,,,,2,
42049. Chalileo,3. Varón,795,5,363,325,42,40,20,,572,
42049. Chalileo,5. No binario,,,,,,,,,1,
42049. Chalileo,7. Prefiero no contestar,2,,2,,,,,,6,
42049. Chalileo,9. Ignorado,8,2,3,1,,1,1,,70,
42056. Chapaleufú,0. __tot__,6131,615,2995,1725,380,216,200,,6146,
42056. Chapaleufú,1. Mujer,2489,601,1073,554,89,88,84,,3435,
42056. Chapaleufú,2. Mujer trans/travesti,4,,2,1,1,,,,5,
42056. Chapaleufú,3. Varón,3592,11,1899,1161,286,127,108,,2414,
42056. Chapaleufú,4. Varón trans/masculinidad trans,1,,,,1,,,,2,
42056. Chapaleufú,5. No binario,2,,,1,,,1,,,
42056. Chapaleufú,7. Prefiero no contestar,5,,2,1,,1,1,,2,
42056. Chapaleufú,9. Ignorado,38,3,19,7,3,,6,,288,
42063. Chical Co,0. __tot__,650,40,311,212,27,35,25,,811,
42063. Chical Co,1. Mujer,273,36,143,63,9,12,10,,427,
42063. Chical Co,2. Mujer trans/travesti,1,1,,,,,,,,
42063. Chical Co,3. Varón,370,3,166,149,15,23,14,,365,
42063. Chical Co,4. Varón trans/masculinidad trans,1,,1,,,,,,,
42063. Chical Co,7. Prefiero no contestar,2,,1,,1,,,,,
42063. Chical Co,9. Ignorado,3,,,,2,,1,,19,
42070. Guatraché,0. __tot__,4585,391,2023,1397,330,274,170,,4812,
42070. Guatraché,1. Mujer,1764,375,776,400,60,87,66,,2809,
42070. Guatraché,2. Mujer trans/travesti,5,2,2,1,,,,,8,
42070. Guatraché,3. Varón,2783,13,1232,985,270,186,97,,1890,
42070. Guatraché,4. Varón trans/masculinidad trans,4,,3,1,,,,,2,
42070. Guatraché,5. No binario,1,,,1,,,,,1,
42070. Guatraché,6. Otra identidad/ninguna de las anteriores,,,,,,,,,2,
42070. Guatraché,7. Prefiero no contestar,5,1,1,3,,,,,3,
42070. Guatraché,9. Ignorado,23,,9,6,,1,7,,97,
42077. Hucal,0. __tot__,3963,417,1843,1197,245,156,105,,3750,
42077. Hucal,1. Mujer,1629,402,667,378,59,75,48,,2127,
42077. Hucal,2. Mujer trans/travesti,7,1,2,3,,1,,,3,
42077. Hucal,3. Varón,2302,11,1165,808,185,80,53,,1492,
42077. Hucal,4. Varón trans/masculinidad trans,2,,2,,,,,,1,
42077. Hucal,6. Otra identidad/ninguna de las anteriores,2,1,1,,,,,,,
42077. Hucal,7. Prefiero no contestar,3,,1,,1,,1,,7,
42077. Hucal,9. Ignorado,18,2,5,8,,,3,,120,
42084. Lihuel Calel,0. __tot__,212,10,124,51,12,13,2,,216,
42084. Lihuel Calel,1. Mujer,69,10,36,16,1,6,,,112,
42084. Lihuel Calel,2. Mujer trans/travesti,1,,,,,,1,,,
42084. Lihuel Calel,3. Varón,140,,88,34,11,6,1,,93,
42084. Lihuel Calel,9. Ignorado,2,,,1,,1,,,11,
42091. Limay Mahuida,0. __tot__,241,9,141,54,14,18,5,,172,
42091. Limay Mahuida,1. Mujer,97,9,55,17,5,10,1,,93,
42091. Limay Mahuida,2. Mujer trans/travesti,,,,,,,,,1,
42091. Limay Mahuida,3. Varón,143,,85,37,9,8,4,,73,
42091. Limay Mahuida,4. Varón trans/masculinidad trans,1,,1,,,,,,,
42091. Limay Mahuida,9. Ignorado,,,,,,,,,5,
42098. Loventué,0. __tot__,4543,419,2339,1174,279,154,178,,4700,
42098. Loventué,1. Mujer,1896,403,913,391,56,55,78,,2601,
42098. Loventué,2. Mujer trans/travesti,2,1,1,,,,,,4,
42098. Loventué,3. Varón,2623,15,1411,780,222,99,96,,1886,
42098. Loventué,4. Varón trans/masculinidad trans,1,,1,,,,,,3,
42098. Loventué,5. No binario,,,,,,,,,1,
42098. Loventué,7. Prefiero no contestar,5,,3,1,,,1,,9,
42098. Loventué,9. Ignorado,16,,10,2,1,,3,,196,
42105. Maracó,0. __tot__,33967,2955,17154,9832,1965,965,1096,,35100,
42105. Maracó,1. Mujer,15029,2869,6955,3688,612,426,479,,19527,
42105. Maracó,2. Mujer trans/travesti,28,4,15,8,,,1,,38,
42105. Maracó,3. Varón,18580,61,10025,6053,1341,529,571,,13936,
42105. Maracó,4. Varón trans/masculinidad trans,23,1,13,4,3,,2,,17,
42105. Maracó,5. No binario,18,2,9,4,,2,1,,10,
42105. Maracó,6. Otra identidad/ninguna de las anteriores,14,1,6,6,,,1,,5,
42105. Maracó,7. Prefiero no contestar,41,3,13,12,,4,9,,40,
42105. Maracó,9. Ignorado,234,14,118,57,9,4,32,,1527,
42112. Puelén,0. __tot__,5436,410,3049,1403,222,157,195,,6200,
42112. Puelén,1. Mujer,2193,391,997,584,69,70,82,,3377,
42112. Puelén,2. Mujer trans/travesti,5,2,2,1,,,,,8,
42112. Puelén,3. Varón,3188,14,2028,802,151,83,110,,2498,
42112. Puelén,4. Varón trans/masculinidad trans,2,,2,,,,,,4,
42112. Puelén,5. No binario,1,,1,,,,,,2,
42112. Puelén,7. Prefiero no contestar,7,2,2,1,,1,1,,4,
42112. Puelén,9. Ignorado,40,1,17,15,2,3,2,,307,
42119. Quemú Quemú,0. __tot__,4232,448,2004,1219,299,136,126,,4172,
42119. Quemú Quemú,1. Mujer,1751,437,750,380,74,53,57,,2290,
42119. Quemú Quemú,2. Mujer trans/travesti,3,,1,1,,,1,,5,
42119. Quemú Quemú,3. Varón,2459,8,1249,830,222,82,68,,1720,
42119. Quemú Quemú,4. Varón trans/masculinidad trans,3,,,2,,1,,,,
42119. Quemú Quemú,5. No binario,1,,,1,,,,,1,
42119. Quemú Quemú,6. Otra identidad/ninguna de las anteriores,2,1,,,1,,,,1,
42119. Quemú Quemú,7. Prefiero no contestar,2,,,2,,,,,4,
42119. Quemú Quemú,9. Ignorado,11,2,4,3,2,,,,151,
42126. Rancul,0. __tot__,5240,477,2503,1609,310,203,138,,5850,
42126. Rancul,1. Mujer,2089,466,883,546,67,74,53,,3251,
42126. Rancul,2. Mujer trans/travesti,4,,3,1,,,,,6,
42126. Rancul,3. Varón,3113,11,1602,1054,240,126,80,,2381,
42126. Rancul,4. Varón trans/masculinidad trans,3,,1,2,,,,,3,
42126. Rancul,5. No binario,,,,,,,,,1,
42126. Rancul,6. Otra identidad/ninguna de las anteriores,1,,1,,,,,,1,
42126. Rancul,7. Prefiero no contestar,5,,2,,,2,1,,3,
42126. Rancul,9. Ignorado,25,,11,6,3,1,4,,204,
42133. Realicó,0. __tot__,8672,856,4098,2498,618,287,315,,8684,
42133. Realicó,1. Mujer,3717,839,1637,836,170,111,124,,4849,
42133. Realicó,2. Mujer trans/travesti,7,1,4,2,,,,,3,
42133. Realicó,3. Varón,4872,12,2426,1635,447,175,177,,3532,
42133. Realicó,4. Varón trans/masculinidad trans,9,,4,3,1,,1,,1,
42133. Realicó,5. No binario,1,,,1,,,,,2,
42133. Realicó,6. Otra identidad/ninguna de las anteriores,1,,,,,,1,,3,
42133. Realicó,7. Prefiero no contestar,5,1,3,1,,,,,5,
